company,meeting_date,meeting_type,motion_number,proposal,management_recommendation,hesta_vote,year,source
Orora Limited,2020-10-21,Annual,4,REMUNERATION REPORT,For,For,2020,glasslewis_detail
Orora Limited,2020-10-21,Annual,5,Amendments to Constitution,For,For,2020,glasslewis_detail
Orora Limited,2020-06-16,Ordinary,1,Approve Capital Return,For,For,2020,glasslewis_detail
Orora Limited,2020-06-16,Ordinary,2,Approve Share Consolidation,For,For,2020,glasslewis_detail
Orora Limited,2019-10-15,Annual,4,REMUNERATION REPORT,For,Against,2019,glasslewis_detail
Orora Limited,2018-10-16,Annual,4,REMUNERATION REPORT,For,For,2018,glasslewis_detail
Orora Limited,2017-10-17,Annual,4,REMUNERATION REPORT,For,For,2017,glasslewis_detail
Orora Limited,2016-10-13,Annual,4,REMUNERATION REPORT,For,For,2016,glasslewis_detail
Osprey Medical Inc,2021-09-03,Special,2,Approve Share Consolidation,For,For,2021,glasslewis_detail
Osprey Medical Inc,2021-05-11,Annual,1,Re-elect Christopher Nave,For,Against,2021,glasslewis_detail
Osprey Medical Inc,2021-05-11,Annual,2,Approve Issue of Securities (10% Placement Facility),For,For,2021,glasslewis_detail
Osprey Medical Inc,2021-05-11,Annual,3,Amendments to 2016 Stock Incentive Plan,N/A,For,2021,glasslewis_detail
Osprey Medical Inc,2021-05-11,Annual,5,Equity Grant (President/CEO/Director Michael McCormick),For,For,2021,glasslewis_detail
Osprey Medical Inc,2020-06-19,Annual,2,Approve Issue of Securities (10% Placement Facility),For,For,2020,glasslewis_detail
Osprey Medical Inc,2020-06-19,Annual,3,Amendments to 2016 Stock Incentive Plan,N/A,For,2020,glasslewis_detail
Osprey Medical Inc,2019-05-09,Annual,2,Ratify Placement of Securities,For,For,2019,glasslewis_detail
Osprey Medical Inc,2019-05-09,Annual,3,Approve 10% Placement Facility,For,For,2019,glasslewis_detail
Osprey Medical Inc,2019-05-09,Annual,4,Approve Stock Option Exchange Offer,For,For,2019,glasslewis_detail
Osprey Medical Inc,2019-05-09,Annual,5,Amendments to 2016 Stock Incentive Plan,N/A,For,2019,glasslewis_detail
Osprey Medical Inc,2019-05-09,Annual,6,Authority to Increase Authorised Capital,For,For,2019,glasslewis_detail
Osprey Medical Inc,2019-05-09,Annual,7,Equity Grant (Chair John Erb - Stock Option Exchange Offer),For,For,2019,glasslewis_detail
Osprey Medical Inc,2019-05-09,Annual,8,Equity Grant (NED Neville Mitchell - Stock Option Exchange Offer),For,For,2019,glasslewis_detail
Osprey Medical Inc,2019-05-09,Annual,9,Equity Grant (President/CEO Michael McCormick - Stock Option Exchange Offer),For,For,2019,glasslewis_detail
Osprey Medical Inc,2019-05-09,Annual,10,Equity Grant (Chair John Erb - 2019 Options),For,For,2019,glasslewis_detail
Osprey Medical Inc,2019-05-09,Annual,11,Equity Grant (NED Sandra Lesenfants - 2019 Options),For,For,2019,glasslewis_detail
Osprey Medical Inc,2019-05-09,Annual,12,Equity Grant (NED Neville Mitchell - 2019 Options),For,For,2019,glasslewis_detail
Osprey Medical Inc,2019-05-09,Annual,13,Equity Grant (President/CEO Michael McCormick - 2019 Options),For,For,2019,glasslewis_detail
Ovato Limited,2019-11-21,Annual,2,Remuneration Report,For,For,2019,glasslewis_detail
Ovato Limited,2019-11-21,Annual,3,Re-elect Dhun Karai,For,For,2019,glasslewis_detail
Ovato Limited,2018-11-22,Annual,2,Remuneration Report,For,For,2018,glasslewis_detail
Ovato Limited,2018-11-22,Annual,3,Elect Andrew McMaster,For,For,2018,glasslewis_detail
Ovato Limited,2018-11-22,Annual,4,Amendments to Articles (Change of Company Name),For,For,2018,glasslewis_detail
Ovato Limited,2017-11-22,Annual,2,Remuneration Report,For,For,2017,glasslewis_detail
Ovato Limited,2016-12-16,Special,1,Merger/Acquisition,For,For,2016,glasslewis_detail
Ovato Limited,2016-11-23,Annual,2,Remuneration Report,For,For,2016,glasslewis_detail
OZ Minerals Limited,2023-04-13,Special,1,Acquisition by BHP Lonsdale Investments Pty Ltd,For,For,2023,glasslewis_detail
OZ Minerals Limited,2022-04-08,Annual,3,Remuneration Report,For,For,2022,glasslewis_detail
OZ Minerals Limited,2022-04-08,Annual,4,Equity Grant (MD/CEO Andrew Cole - FY2022 LTIP),For,For,2022,glasslewis_detail
OZ Minerals Limited,2022-04-08,Annual,5,Equity Grant (MD/CEO Andrew Cole - FY2021 STIP),For,For,2022,glasslewis_detail
OZ Minerals Limited,2021-04-01,Annual,2,Re-elect Peter Wasow,For,For,2021,glasslewis_detail
OZ Minerals Limited,2021-04-01,Annual,3,Remuneration Report,For,For,2021,glasslewis_detail
OZ Minerals Limited,2021-04-01,Annual,4,Equity Grant (MD/CEO Andrew Cole - LTIP),For,For,2021,glasslewis_detail
OZ Minerals Limited,2021-04-01,Annual,5,Equity Grant (MD/CEO Andrew Cole - STIP),For,For,2021,glasslewis_detail
OZ Minerals Limited,2020-04-17,Annual,3,Remuneration Report,For,For,2020,glasslewis_detail
OZ Minerals Limited,2020-04-17,Annual,5,Renew Proportional Takeover Provisions,For,For,2020,glasslewis_detail
OZ Minerals Limited,2019-04-15,Annual,2,Elect Charlie R. Sartain,For,For,2019,glasslewis_detail
OZ Minerals Limited,2019-04-15,Annual,3,Remuneration Report,For,For,2019,glasslewis_detail
OZ Minerals Limited,2019-04-15,Annual,4,Equity Grant (MD/CEO Andrew Cole),For,For,2019,glasslewis_detail
OZ Minerals Limited,2018-04-24,Annual,2,Elect Peter C. Wasow,For,For,2018,glasslewis_detail
OZ Minerals Limited,2018-04-24,Annual,3,Remuneration Report,For,For,2018,glasslewis_detail
OZ Minerals Limited,2018-04-24,Annual,4,Equity Grant (MD/CEO Andrew Cole),For,For,2018,glasslewis_detail
OZ Minerals Limited,2017-05-24,Annual,3,Remuneration Report,For,For,2017,glasslewis_detail
OZ Minerals Limited,2017-05-24,Annual,4,Equity Grant (MD/CEO Andrew Cole),For,For,2017,glasslewis_detail
OZ Minerals Limited,2017-05-24,Annual,5,Renew Proportional Takeover Provisions,For,For,2017,glasslewis_detail
Pacific Energy,2017-11-24,Annual,1,Remuneration Report,For,For,2017,glasslewis_detail
Pacific Energy,2017-11-24,Annual,2,Re-elect Alan (Stuart) Foster,For,Against,2017,glasslewis_detail
Pacific Energy,2017-11-24,Annual,3,Elect Linton J. Putland,For,For,2017,glasslewis_detail
Pacific Energy,2017-11-24,Annual,4,Equity Grant (Senior Employee Brady Hall),For,For,2017,glasslewis_detail
Pacific Energy,2017-11-24,Annual,5,Approve Performance Rights Plan,For,For,2017,glasslewis_detail
Pacific Energy,2017-11-24,Annual,6,Approve Increase in NEDs' Fee Cap,N/A,For,2017,glasslewis_detail
Pacific Energy,2017-11-24,Annual,7,"Deeds of Indemnity, Insurance and Access",For,For,2017,glasslewis_detail
Pacific Energy,2017-11-24,Annual,8,Appoint Auditor,For,For,2017,glasslewis_detail
Pacific Energy,2016-11-25,Annual,1,Remuneration Report,For,Against,2016,glasslewis_detail
Pacific Energy,2016-11-25,Annual,2,Re-Elect Kenneth J. Hall,For,For,2016,glasslewis_detail
Pacific Energy,2016-11-25,Annual,3,Re-Elect Cliff Lawrenson,For,For,2016,glasslewis_detail
Pacific Energy,2016-11-25,Annual,4,Equity Grant (Senior Employee Brady Hall),For,Against,2016,glasslewis_detail
Pacific Energy,2016-11-25,Annual,5,Approve Issue of Securities (10% Placement Facility),For,Against,2016,glasslewis_detail
Pact Group Holdings Ltd,2018-11-14,Annual,2,Remuneration Report,For,For,2018,glasslewis_detail
Pact Group Holdings Ltd,2018-11-14,Annual,3,Elect Carmen Chua,For,For,2018,glasslewis_detail
Pact Group Holdings Ltd,2018-11-14,Annual,4,Re-elect Peter M. Margin,For,For,2018,glasslewis_detail
Pact Group Holdings Ltd,2018-11-14,Annual,5,Re-elect Raymond Kenneth Horsburgh,For,For,2018,glasslewis_detail
Pact Group Holdings Ltd,2017-11-15,Annual,2,Remuneration Report,For,For,2017,glasslewis_detail
Pact Group Holdings Ltd,2017-11-15,Annual,3,Re-elect Jonathan P. Ling,For,For,2017,glasslewis_detail
Pact Group Holdings Ltd,2017-11-15,Annual,4,Equity Grant (Performance Rights - Malcolm Bundey MD/CEO),For,For,2017,glasslewis_detail
Pact Group Holdings Ltd,2017-11-15,Annual,5,Approve Financial Assistance,For,For,2017,glasslewis_detail
Paladin Energy Ltd,2024-11-29,Annual,1,Remuneration Report,For,For,2024,glasslewis_detail
Paladin Energy Ltd,2024-11-29,Annual,2,Re-elect Peter Main,For,For,2024,glasslewis_detail
Paladin Energy Ltd,2024-11-29,Annual,3,Re-elect Peter R. Watson,For,For,2024,glasslewis_detail
Paladin Energy Ltd,2024-04-09,Ordinary,1,Approve Share Consolidation,For,For,2024,glasslewis_detail
Paladin Energy Ltd,2023-11-15,Annual,1,Remuneration Report,For,For,2023,glasslewis_detail
Paladin Energy Ltd,2023-11-15,Annual,2,Re-elect Mark (Cliff) Clifford Lawrenson,For,For,2023,glasslewis_detail
Paladin Energy Ltd,2023-11-15,Annual,3,Elect Jonathan Hronsky,For,For,2023,glasslewis_detail
Paladin Energy Ltd,2023-11-15,Annual,4,Elect Lesley Adams,For,For,2023,glasslewis_detail
Paladin Energy Ltd,2023-11-15,Annual,5,Adoption of Performance Share Rights Plan,For,For,2023,glasslewis_detail
Paladin Energy Ltd,2023-11-15,Annual,6,Renew Proportional Takeover Provisions,For,For,2023,glasslewis_detail
Paladin Energy Ltd,2022-11-17,Annual,1,Remuneration Report,For,For,2022,glasslewis_detail
Paladin Energy Ltd,2022-11-17,Annual,2,Re-elect Peter Main,For,For,2022,glasslewis_detail
Paladin Energy Ltd,2022-11-17,Annual,3,Re-elect Peter R. Watson,For,For,2022,glasslewis_detail
Paladin Energy Ltd,2022-11-17,Annual,4,Ratify Placement of Securities,For,Against,2022,glasslewis_detail
Paladin Energy Ltd,2018-11-09,Annual,1,Re-elect Rick W. Crabb,For,For,2018,glasslewis_detail
Paladin Energy Ltd,2018-11-09,Annual,2,Elect David N. Riekie,For,For,2018,glasslewis_detail
Paladin Energy Ltd,2018-11-09,Annual,3,Renew Proportional Takeover Provisions,For,For,2018,glasslewis_detail
Paladin Energy Ltd,2018-11-09,Annual,4,EMPLOYEE PERFORMANCE SHARE RIGHTS PLAN,For,Against,2018,glasslewis_detail
Paladin Energy Ltd,2018-11-09,Annual,5,CONTRACTOR PERFORMANCE SHARE RIGHTS PLAN,For,Against,2018,glasslewis_detail
Paladin Energy Ltd,2018-11-09,Annual,6,REMUNERATION REPORT,For,For,2018,glasslewis_detail
Panoramic Resources Limited,2020-06-29,Ordinary,1,Divestiture of Horizon Gold Limited,For,For,2020,glasslewis_detail
Panoramic Resources Limited,2020-06-29,Ordinary,2,"Issuance 28,520,525 Options to Zeta Resources Limited",For,For,2020,glasslewis_detail
Panoramic Resources Limited,2020-06-29,Ordinary,3,"Issuance of 50,000,000 Options to Zeta Resources",For,For,2020,glasslewis_detail
Panoramic Resources Limited,2020-06-29,Ordinary,4,Approve Termination Benefits,For,For,2020,glasslewis_detail
Panoramic Resources Limited,2020-01-13,Ordinary,1,Approve Issue of Securities (Underwriters),For,For,2020,glasslewis_detail
Panoramic Resources Limited,2020-01-13,Ordinary,2,Approve Issue of Securities (Underwriters - Directors),For,For,2020,glasslewis_detail
Panoramic Resources Limited,2019-11-20,Annual,1,Re-elect Gillian Swaby,For,For,2019,glasslewis_detail
Panoramic Resources Limited,2019-11-20,Annual,2,Remuneration Report,For,For,2019,glasslewis_detail
Panoramic Resources Limited,2019-06-14,Ordinary,1,Ratify Placement of Securities,For,For,2019,glasslewis_detail
Panoramic Resources Limited,2019-06-14,Ordinary,2,Approve Issue of Securities (Zeta Resources Limited),For,For,2019,glasslewis_detail
Paragon Care Limited,2016-11-18,Annual,1,Remuneration Report,For,For,2016,glasslewis_detail
Paragon Care Limited,2016-11-18,Annual,2,Elect Geoffrey J. Sam,For,For,2016,glasslewis_detail
Paragon Care Limited,2016-11-18,Annual,3,Re-elect Brett A. Cheong,For,For,2016,glasslewis_detail
Paragon Care Limited,2016-11-18,Annual,4,Ratify Placement of Securities,For,For,2016,glasslewis_detail
Paragon Care Limited,2016-11-18,Annual,5,Approve Issue of Securities (10% Placement Facility),For,Against,2016,glasslewis_detail
Peet Limited,2024-10-30,Annual,1,Re-elect Trevor J. Allen,For,For,2024,glasslewis_detail
Peet Limited,2024-10-30,Annual,2,Remuneration Report,N/A,Against,2024,glasslewis_detail
Peet Limited,2024-10-30,Annual,3,Equity Grant (MD/CEO Brendan Gore),For,For,2024,glasslewis_detail
Peet Limited,2023-10-25,Annual,1,Re-elect Anthony (Tony) W. Lennon,For,For,2023,glasslewis_detail
Peet Limited,2023-10-25,Annual,2,Elect Margaret Kennedy,For,For,2023,glasslewis_detail
Peet Limited,2023-10-25,Annual,3,Elect Michelle P. Tierney,For,For,2023,glasslewis_detail
Peet Limited,2023-10-25,Annual,4,Elect Gregory J. Wall,For,For,2023,glasslewis_detail
Peet Limited,2023-10-25,Annual,5,Remuneration Report,N/A,Against,2023,glasslewis_detail
Peet Limited,2023-10-25,Annual,6,Equity Grant (MD/CEO Brendan Gore),For,For,2023,glasslewis_detail
Peet Limited,2023-10-25,Annual,7,Approve Increase in NEDs' Fee Cap,N/A,For,2023,glasslewis_detail
Peet Limited,2022-10-26,Annual,1,Re-elect Anthony (Tony) W. Lennon,For,Against,2022,glasslewis_detail
Peet Limited,2022-10-26,Annual,2,Re-elect Vicki Krause,For,For,2022,glasslewis_detail
Peet Limited,2022-10-26,Annual,3,Remuneration Report,For,Against,2022,glasslewis_detail
Peet Limited,2022-10-26,Annual,4,Equity Grant (MD/CEO Brendan Gore FY23 LTI),For,For,2022,glasslewis_detail
Peet Limited,2022-10-26,Annual,5,Amendments to Terms of Existing Performance Rights,For,For,2022,glasslewis_detail
Peet Limited,2022-10-26,Annual,6,Approve Financial Assistance,For,For,2022,glasslewis_detail
Peet Limited,2021-11-16,Annual,1,Re-Elect Robert J. McKinnon,For,For,2021,glasslewis_detail
Peet Limited,2021-11-16,Annual,2,Re-Elect Trevor J. Allen,For,For,2021,glasslewis_detail
Peet Limited,2021-11-16,Annual,3,Remuneration Report,For,For,2021,glasslewis_detail
Peet Limited,2021-11-16,Annual,4,Equity Grant (MD/CEO Brendan Gore),For,For,2021,glasslewis_detail
Peet Limited,2020-11-19,Annual,1,Re-elect Anthony J. Lennon,For,Against,2020,glasslewis_detail
Peet Limited,2020-11-19,Annual,2,Re-elect Vicki Krause,For,For,2020,glasslewis_detail
Peet Limited,2020-11-19,Annual,3,Remuneration Report,For,For,2020,glasslewis_detail
Peet Limited,2020-11-19,Annual,4,Equity Grant (MD/CEO Brendan Gore),For,For,2020,glasslewis_detail
Peet Limited,2019-11-20,Annual,1,Elect Anthony (Tony) W. Lennon,For,For,2019,glasslewis_detail
Peet Limited,2019-11-20,Annual,2,Elect Robert J. McKinnon,For,For,2019,glasslewis_detail
Peet Limited,2019-11-20,Annual,3,Remuneration Report,For,For,2019,glasslewis_detail
Peet Limited,2019-11-20,Annual,4,Equity Grant (MD/CEO Brendan Gore),For,For,2019,glasslewis_detail
Peet Limited,2018-11-21,Annual,1,Re-elect Anthony J. Lennon,For,For,2018,glasslewis_detail
Peet Limited,2018-11-21,Annual,2,Re-elect Trevor Allen,For,For,2018,glasslewis_detail
Peet Limited,2018-11-21,Annual,3,Remuneration Report,For,For,2018,glasslewis_detail
Peet Limited,2018-11-21,Annual,4,Equity Grant (MD/CEO Brendan Gore),For,For,2018,glasslewis_detail
Peet Limited,2017-11-29,Annual,1,Re-elect Vicki Krause,For,For,2017,glasslewis_detail
Peet Limited,2017-11-29,Annual,2,Re-elect Robert J. McKinnon,For,For,2017,glasslewis_detail
Peet Limited,2017-11-29,Annual,3,Equity Grant (MD/CEO Brendan Gore),For,For,2017,glasslewis_detail
Peet Limited,2017-11-29,Annual,4,Remuneration Report,For,For,2017,glasslewis_detail
Peet Limited,2016-11-23,Annual,1,Re-elect Anthony (Tony) W. Lennon,For,Against,2016,glasslewis_detail
Peet Limited,2016-11-23,Annual,2,Re-elect Trevor Allen,For,For,2016,glasslewis_detail
Peet Limited,2016-11-23,Annual,3,Equity Grant (MD/CEO Brendan Gore),For,For,2016,glasslewis_detail
Peet Limited,2016-11-23,Annual,4,Remuneration Report,For,For,2016,glasslewis_detail
Pendal Group Limited,2022-12-23,Court,1,Scheme of Arrangement,For,For,2022,glasslewis_detail
Pendal Group Limited,2021-12-10,Annual,3,Remuneration Report,For,For,2021,glasslewis_detail
Pendal Group Limited,2021-12-10,Annual,4,Approve Increase in NEDs' Fee Cap,For,For,2021,glasslewis_detail
Pendal Group Limited,2021-12-10,Annual,5,Equity Grant (MD/CEO Nick Good),For,For,2021,glasslewis_detail
Pendal Group Limited,2021-12-10,Annual,6,Adopt New Constitution,For,For,2021,glasslewis_detail
Pendal Group Limited,2021-12-10,Annual,7,Adopt Proportional Takeover Provisions,For,For,2021,glasslewis_detail
Pendal Group Limited,2020-12-11,Annual,3,Remuneration Report,For,For,2020,glasslewis_detail
Pendal Group Limited,2020-12-11,Annual,4,Equity Grant (MD/CEO Emilio Gonzalez),For,For,2020,glasslewis_detail
Pendal Group Limited,2019-12-13,Annual,2,Re-elect Kathryn Matthews,For,For,2019,glasslewis_detail
Pendal Group Limited,2019-12-13,Annual,3,Remuneration Report,For,For,2019,glasslewis_detail
Pendal Group Limited,2019-12-13,Annual,4,Equity Grant (MD/CEO Emilio Gonzalez),For,For,2019,glasslewis_detail
Pendal Group Limited,2018-12-14,Annual,3,Remuneration Report,For,For,2018,glasslewis_detail
Pendal Group Limited,2018-12-14,Annual,4,Equity Grant (MD/CEO Emilio Gonzalez),For,For,2018,glasslewis_detail
Pendal Group Limited,2018-04-27,Ordinary,1,Change in Company Name,For,For,2018,glasslewis_detail
Pendal Group Limited,2017-12-15,Annual,3,Remuneration Report,For,For,2017,glasslewis_detail
Pendal Group Limited,2017-12-15,Annual,4,Equity Grant (MD/CEO Emilio Gonzalez),For,For,2017,glasslewis_detail
Pendal Group Limited,2016-12-16,Annual,3,Remuneration Report,For,For,2016,glasslewis_detail
Pental Limited,2019-11-28,Annual,1,Remuneration Report,For,For,2019,glasslewis_detail
Pental Limited,2019-11-28,Annual,3,Board Spill Resolution (Conditional),Against,Against,2019,glasslewis_detail
Pental Limited,2018-11-28,Annual,1,Remuneration Report,For,For,2018,glasslewis_detail
Pental Limited,2017-11-27,Annual,1,Remuneration Report,For,For,2017,glasslewis_detail
Pental Limited,2016-11-17,Annual,1,Remuneration Report,For,For,2016,glasslewis_detail
Pental Limited,2016-11-17,Annual,3,APPROVAL TO EXERCISE OPTION OVER SHEPPARTON SITE,For,For,2016,glasslewis_detail
Peoplein Ltd,2021-11-29,Annual,1,Re-elect Liz Savage,For,For,2021,glasslewis_detail
Peoplein Ltd,2021-11-29,Annual,2,REMUNERATION REPORT,Abstain,Against,2021,glasslewis_detail
Peoplein Ltd,2021-11-29,Annual,3,Approve Performance Rights Plan,Abstain,For,2021,glasslewis_detail
Peoplein Ltd,2021-11-29,Annual,4,Equity Grant (Executive Director Thomas Reardon),For,Against,2021,glasslewis_detail
Peoplein Ltd,2021-11-29,Annual,5,Approve Financial Assistance (Vision Surveys),For,For,2021,glasslewis_detail
Peoplein Ltd,2021-11-29,Annual,6,Change in Company Name,For,For,2021,glasslewis_detail
Pepper Group Limited,2017-05-23,Annual,2,Re-elect Matthew Burlage,For,For,2017,glasslewis_detail
Pepper Group Limited,2017-05-23,Annual,3,Remuneration Report,For,For,2017,glasslewis_detail
Pepper Group Limited,2017-05-23,Annual,4,Equity Grant (Group CEO Michael Culhane),For,For,2017,glasslewis_detail
Perenti Ltd,2024-10-03,Annual,1,Remuneration Report,For,Against,2024,glasslewis_detail
Perenti Ltd,2024-10-03,Annual,2,Elect Diane L. Smith-Gander,For,For,2024,glasslewis_detail
Perenti Ltd,2024-10-03,Annual,3,Elect Andrea Sutton,For,For,2024,glasslewis_detail
Perenti Ltd,2024-10-03,Annual,4,Equity Grant (MD/CEO Mark Norwell - FY25 LTI),For,For,2024,glasslewis_detail
Perenti Ltd,2024-10-03,Annual,5,Equity Grant (MD/CEO Mark Norwell - FY24 STI),For,For,2024,glasslewis_detail
Perenti Ltd,2024-10-03,Annual,6,Board Spill (Conditional Resolution),Against,Against,2024,glasslewis_detail
Perenti Ltd,2022-10-14,Annual,1,Remuneration Report,For,Against,2022,glasslewis_detail
Perenti Ltd,2022-10-14,Annual,2,Re-elect Alexandra (Alex) C. Atkins,For,For,2022,glasslewis_detail
Perenti Ltd,2022-10-14,Annual,3,Re-elect Andrea Hall,For,For,2022,glasslewis_detail
Perenti Ltd,2022-10-14,Annual,4,Elect Craig A. Laslett,For,For,2022,glasslewis_detail
Perenti Ltd,2022-10-14,Annual,5,Equity Grant (MD/CEO Mark Norwell - FY2022 LTI),For,For,2022,glasslewis_detail
